timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path,is_anomaly
2024-03-06T00:00:00,137.197.33.33,192.168.1.7,FTP,allowed,suspicious,firewall,30373.04132334564,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/upload?phpmyadmin,0
2024-07-13T00:00:00,192.168.1.117,192.168.1.84,UDP,blocked,benign,ids,49376.42492870624,Nmap Scripting Engine,/,1
2024-02-11T00:00:00,192.168.1.192,192.168.1.139,TCP,blocked,benign,firewall,42702.370541918666,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-01-16T00:00:00,95.91.54.172,192.168.1.215,TCP,allowed,benign,firewall,37060.49740311041,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-12-24T00:00:00,192.168.1.95,192.168.1.43,HTTP,allowed,benign,firewall,20476.12872022084,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php,0
2024-01-14T00:00:00,177.52.183.80,192.168.1.174,FTP,blocked,benign,ids,38903.89628546751,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/upload,0
2024-12-22T00:00:00,25.169.111.91,192.168.1.154,HTTPS,allowed,benign,ids,4621.723855324353,SQLMap/1.6-dev,/auth,0
2024-01-07T00:00:00,126.5.29.238,192.168.1.28,ICMP,blocked,benign,application,10123.09426275391,Nmap Scripting Engine,/,0
2024-09-24T00:00:00,81.103.69.17,192.168.1.158,HTTPS,blocked,benign,ids,17701.175224478317,curl/7.64.1,/secure,0
2024-02-14T00:00:00,192.168.1.116,192.168.1.63,HTTPS,blocked,benign,ids,1977.30317159637,Nmap Scripting Engine,/auth,0
2024-04-03T00:00:00,192.168.1.91,192.168.1.205,UDP,blocked,benign,application,46042.156512852656,curl/7.64.1,/,0
2024-09-21T00:00:00,207.41.179.109,192.168.1.62,HTTPS,blocked,benign,application,42441.32195835236,Nmap Scripting Engine,/api/v1/data,0
2024-01-09T00:00:00,192.168.1.57,192.168.1.104,HTTP,blocked,benign,application,38212.17010646882,curl/7.64.1,/api/login,0
2024-10-10T00:00:00,192.168.1.109,192.168.1.191,HTTP,blocked,benign,application,29822.80346634873,curl/7.64.1,/dashboard,0
2024-05-08T00:00:00,192.168.1.185,192.168.1.50,UDP,allowed,benign,firewall,14283.911693933553,Nmap Scripting Engine,/,0
2024-10-28T00:00:00,209.18.251.195,192.168.1.153,UDP,allowed,benign,firewall,19912.867321699254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-05-20T00:00:00,192.168.1.14,192.168.1.142,UDP,allowed,benign,application,49433.63473749976,Nmap Scripting Engine,/,1
2024-01-07T00:00:00,192.168.1.121,192.168.1.123,ICMP,allowed,benign,firewall,31382.29961964341,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-07-24T00:00:00,192.168.1.148,192.168.1.162,HTTP,allowed,benign,firewall,36984.541823612126,curl/7.64.1,/login,0
2024-05-07T00:00:00,192.168.1.196,192.168.1.107,HTTP,allowed,benign,application,25029.007877767013,Nmap Scripting Engine,/api/login,0
2024-06-01T00:00:00,185.225.185.68,192.168.1.79,HTTP,allowed,suspicious,application,13711.30389688838,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/dashboard?admin,0
2024-03-21T00:00:00,192.168.1.142,192.168.1.20,TCP,blocked,benign,ids,45273.70529398576,SQLMap/1.6-dev,/,0
2024-05-29T00:00:00,192.168.1.74,192.168.1.181,UDP,blocked,benign,firewall,45158.73769031783,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-11-16T00:00:00,192.168.1.206,192.168.1.240,TCP,allowed,benign,application,14782.259040508505,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-03-13T00:00:00,192.168.1.43,192.168.1.203,UDP,blocked,benign,ids,8259.912458020268,Nmap Scripting Engine,/,0
2024-12-24T00:00:00,192.168.1.70,192.168.1.129,HTTP,blocked,benign,firewall,39302.81087018411,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login,0
2024-06-14T00:00:00,192.168.1.7,192.168.1.24,TCP,allowed,benign,application,17767.585431685282,SQLMap/1.6-dev,/,0
2024-03-30T00:00:00,192.168.1.167,192.168.1.114,FTP,allowed,benign,application,32321.722295279764,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/backup,0
2024-06-27T00:00:00,192.168.1.83,192.168.1.172,TCP,allowed,benign,ids,27048.081916420677,Nmap Scripting Engine,/,0
2024-12-05T00:00:00,141.26.13.167,192.168.1.141,TCP,allowed,suspicious,ids,26587.841711898305,SQLMap/1.6-dev,/?..\..\etc\passwd,0
2024-08-24T00:00:00,192.168.1.49,192.168.1.133,UDP,blocked,benign,application,29067.994099471623,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-05-16T00:00:00,192.168.1.238,192.168.1.74,ICMP,blocked,suspicious,firewall,41378.01528699581,SQLMap/1.6-dev,/?login,0
2024-06-08T00:00:00,192.168.1.142,192.168.1.105,TCP,allowed,benign,ids,7774.550703109451,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-05-29T00:00:00,192.168.1.70,192.168.1.107,HTTPS,blocked,benign,firewall,30031.23254175405,SQLMap/1.6-dev,/secure,0
2024-07-15T00:00:00,192.168.1.154,192.168.1.131,HTTPS,allowed,benign,firewall,18223.086196770008,Nmap Scripting Engine,/auth,0
2024-09-16T00:00:00,192.168.1.1,192.168.1.73,HTTPS,blocked,benign,firewall,29353.290037184477,SQLMap/1.6-dev,/api/v1/data,0
2024-06-25T00:00:00,192.168.1.196,192.168.1.140,UDP,blocked,benign,firewall,45811.25113999605,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-04-29T00:00:00,88.29.76.112,192.168.1.12,UDP,blocked,benign,application,43597.270789679686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-01-19T00:00:00,192.168.1.248,192.168.1.152,UDP,allowed,benign,ids,6636.787523174395,SQLMap/1.6-dev,/,0
2024-01-08T00:00:00,88.29.76.112,192.168.1.223,HTTP,allowed,benign,firewall,22295.37274098677,SQLMap/1.6-dev,/wp-login.php,0
2024-07-22T00:00:00,192.168.1.219,192.168.1.85,HTTPS,blocked,benign,ids,41180.48294940981,Nmap Scripting Engine,/admin/config,0
2024-01-19T00:00:00,192.168.1.61,192.168.1.162,HTTP,blocked,benign,firewall,49021.19409993728,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login,0
2024-02-20T00:00:00,252.166.26.16,192.168.1.224,TCP,allowed,suspicious,application,21356.69843169204,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?phpmyadmin,0
2024-07-10T00:00:00,192.168.1.63,192.168.1.136,ICMP,allowed,suspicious,firewall,40048.90629966716,Nmap Scripting Engine,/?backup.sql,0
2024-10-25T00:00:00,192.168.1.119,192.168.1.164,UDP,blocked,benign,application,706.4284827752841,Nmap Scripting Engine,/,1
2024-12-12T00:00:00,192.168.1.19,192.168.1.114,FTP,blocked,benign,application,45338.34382708246,curl/7.64.1,/backup,0
2024-06-03T00:00:00,192.168.1.99,192.168.1.219,ICMP,allowed,benign,ids,37772.10971716436,curl/7.64.1,/,0
2024-01-12T00:00:00,240.226.147.148,192.168.1.102,UDP,allowed,benign,application,18863.75163191691,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-04-22T00:00:00,192.168.1.159,192.168.1.65,HTTP,allowed,benign,application,6477.848016258592,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard,0
2024-08-13T00:00:00,192.168.1.94,192.168.1.188,TCP,blocked,benign,ids,49093.114125277,Nmap Scripting Engine,/,0
2024-04-12T00:00:00,192.168.1.139,192.168.1.225,SSH,blocked,benign,firewall,31685.1302126128,curl/7.64.1,/root,0
2024-02-28T00:00:00,192.168.1.20,192.168.1.37,HTTPS,allowed,benign,application,47559.30670745514,Nmap Scripting Engine,/admin/config,0
2024-07-06T00:00:00,192.168.1.102,192.168.1.4,UDP,allowed,benign,ids,24238.62113502324,curl/7.64.1,/,0
2024-11-22T00:00:00,24.98.25.92,192.168.1.173,TCP,allowed,benign,application,40095.27565161767,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-11-21T00:00:00,187.14.173.168,192.168.1.78,HTTP,allowed,malicious,firewall,2540.410856183306,curl/7.64.1,/api/login?DROP TABLE,0
2024-02-19T00:00:00,192.168.1.138,192.168.1.35,UDP,blocked,benign,application,48804.75605968743,SQLMap/1.6-dev,/,0
2024-10-27T00:00:00,221.93.148.50,192.168.1.227,ICMP,allowed,benign,ids,18421.69709514809,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-04-21T00:00:00,192.168.1.244,192.168.1.61,HTTPS,allowed,benign,application,24169.8308682024,SQLMap/1.6-dev,/auth,0
2024-02-01T00:00:00,192.168.1.49,192.168.1.248,TCP,blocked,benign,firewall,43536.19797241709,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-01-26T00:00:00,143.57.176.84,192.168.1.254,TCP,allowed,benign,firewall,38541.09316273371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/,0
2024-06-17T00:00:00,31.64.58.17,192.168.1.1,UDP,allowed,benign,firewall,7319.418303482903,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-01-08T00:00:00,192.168.1.202,192.168.1.61,HTTP,allowed,benign,firewall,17485.682761235897,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin,0
2024-08-03T00:00:00,192.168.1.191,192.168.1.17,ICMP,blocked,benign,application,29714.144357510708,SQLMap/1.6-dev,/,0
2024-11-10T00:00:00,192.168.1.201,192.168.1.233,HTTPS,blocked,benign,ids,42253.755046500686,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login,0
2024-09-02T00:00:00,185.225.185.68,192.168.1.176,TCP,blocked,benign,firewall,9826.91058957448,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-05-20T00:00:00,192.168.1.150,192.168.1.141,HTTPS,blocked,benign,application,34867.68029709472,curl/7.64.1,/api/v1/data,0
2024-09-15T00:00:00,192.168.1.26,192.168.1.204,HTTPS,allowed,benign,ids,29703.66607958533,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/v1/data,0
2024-06-22T00:00:00,193.69.197.165,192.168.1.107,HTTPS,blocked,benign,ids,10105.375959000385,Nmap Scripting Engine,/login,0
2024-02-16T00:00:00,88.72.40.56,192.168.1.111,TCP,blocked,benign,firewall,36913.21212526801,SQLMap/1.6-dev,/,0
2024-12-09T00:00:00,192.168.1.91,192.168.1.224,HTTP,blocked,benign,application,3427.677886142479,curl/7.64.1,/index.php,0
2024-06-08T00:00:00,192.168.1.148,192.168.1.130,TCP,blocked,benign,firewall,7193.894890036391,curl/7.64.1,/,0
2024-02-28T00:00:00,177.52.183.80,192.168.1.58,HTTPS,allowed,benign,application,17622.55791490414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure,0
2024-05-19T00:00:00,68.36.64.191,192.168.1.236,UDP,allowed,benign,firewall,26393.405198499317,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-11-20T00:00:00,88.72.40.56,192.168.1.192,HTTP,blocked,benign,ids,20535.201327066945,curl/7.64.1,/index.php,0
2024-11-01T00:00:00,192.168.1.14,192.168.1.40,TCP,allowed,benign,application,5441.569784329753,curl/7.64.1,/,0
2024-12-04T00:00:00,192.168.1.156,192.168.1.114,ICMP,allowed,suspicious,application,28275.433213559983,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?..\..\etc\passwd,0
2024-09-06T00:00:00,192.168.1.79,192.168.1.12,TCP,allowed,benign,firewall,13493.93360129419,curl/7.64.1,/,0
2024-03-11T00:00:00,168.128.102.227,192.168.1.84,TCP,blocked,suspicious,application,34997.982923282216,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?admin,0
2024-07-22T00:00:00,56.60.130.155,192.168.1.112,TCP,allowed,benign,ids,46585.94207435493,Nmap Scripting Engine,/,0
2024-02-28T00:00:00,192.168.1.248,192.168.1.84,TCP,blocked,benign,application,23809.05339377135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-02-24T00:00:00,192.168.1.151,192.168.1.103,HTTP,blocked,benign,ids,48968.33429256779,curl/7.64.1,/admin,0
2024-06-19T00:00:00,208.223.2.195,192.168.1.131,HTTP,allowed,benign,ids,42455.3670638048,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin,0
2024-02-22T00:00:00,192.168.1.51,192.168.1.45,HTTP,allowed,benign,firewall,41249.802655699896,Nmap Scripting Engine,/api/login,0
2024-10-15T00:00:00,161.77.216.164,192.168.1.175,FTP,blocked,benign,application,30821.91403323817,Nmap Scripting Engine,/files,0
2024-05-20T00:00:00,192.168.1.91,192.168.1.130,TCP,blocked,benign,ids,2571.2744678305644,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-05-26T00:00:00,192.168.1.222,192.168.1.251,HTTPS,blocked,benign,ids,38113.73655857308,SQLMap/1.6-dev,/login,0
2024-08-18T00:00:00,177.52.183.80,192.168.1.167,TCP,blocked,suspicious,application,6843.087135736632,curl/7.64.1,/?..\..\etc\passwd,0
2024-11-26T00:00:00,192.168.1.64,192.168.1.182,ICMP,blocked,benign,application,10503.454623226347,curl/7.64.1,/,0
2024-05-24T00:00:00,192.168.1.199,192.168.1.87,HTTP,allowed,benign,application,42507.06712113378,curl/7.64.1,/login,0
2024-06-17T00:00:00,192.168.1.174,192.168.1.99,UDP,allowed,benign,ids,5430.588284789077,SQLMap/1.6-dev,/,0
2024-06-28T00:00:00,192.168.1.168,192.168.1.179,HTTP,allowed,benign,application,46508.930820179085,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard,0
2024-10-13T00:00:00,192.168.1.203,192.168.1.85,HTTPS,allowed,benign,application,44075.95088199437,Nmap Scripting Engine,/admin/config,0
2024-07-04T00:00:00,192.168.1.80,192.168.1.47,SSH,blocked,benign,ids,9114.919867234765,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash,0
2024-05-31T00:00:00,246.196.87.27,192.168.1.130,HTTPS,allowed,benign,application,8685.53338418834,SQLMap/1.6-dev,/api/v1/data,0
2024-03-19T00:00:00,192.168.1.213,192.168.1.178,HTTPS,allowed,benign,application,28774.621991532807,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data,0
2024-07-05T00:00:00,192.168.1.61,192.168.1.249,ICMP,blocked,benign,application,15436.409046959689,SQLMap/1.6-dev,/,0
2024-06-07T00:00:00,245.200.237.136,192.168.1.232,HTTPS,blocked,benign,application,30361.3750723892,curl/7.64.1,/api/v1/data,0
2024-09-14T00:00:00,192.168.1.248,192.168.1.42,HTTPS,allowed,benign,ids,3524.601522324929,Nmap Scripting Engine,/auth,0
2024-10-10T00:00:00,104.187.87.205,192.168.1.217,HTTP,allowed,benign,ids,29554.85821823385,SQLMap/1.6-dev,/admin,0
2024-08-11T00:00:00,192.168.1.234,192.168.1.57,HTTPS,blocked,benign,firewall,27280.490327487794,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data,0
2024-09-14T00:00:00,192.168.1.99,192.168.1.21,UDP,allowed,benign,ids,6580.756661684366,curl/7.64.1,/,0
2024-03-11T00:00:00,192.168.1.235,192.168.1.213,ICMP,allowed,benign,application,40421.65999910193,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-01-10T00:00:00,192.168.1.214,192.168.1.39,HTTP,blocked,benign,firewall,18975.18044438125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/dashboard,0
2024-03-03T00:00:00,192.168.1.108,192.168.1.164,HTTPS,blocked,benign,firewall,7383.718505484172,Nmap Scripting Engine,/admin/config,0
2024-10-01T00:00:00,192.168.1.132,192.168.1.148,TCP,allowed,benign,ids,28217.36098244752,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/,0
2024-05-03T00:00:00,192.168.1.48,192.168.1.171,HTTP,blocked,benign,firewall,34573.50932316706,SQLMap/1.6-dev,/index.php,0
2024-09-16T00:00:00,192.168.1.100,192.168.1.224,ICMP,blocked,benign,ids,1168.8101955304994,curl/7.64.1,/,0
2024-06-25T00:00:00,192.168.1.169,192.168.1.161,TCP,blocked,benign,firewall,3024.019832546865,curl/7.64.1,/,0
2024-11-25T00:00:00,192.168.1.200,192.168.1.176,ICMP,blocked,suspicious,application,8927.525272043038,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?admin,0
2024-05-30T00:00:00,192.168.1.203,192.168.1.52,HTTPS,blocked,benign,ids,33870.44636799559,Nmap Scripting Engine,/admin/config,0
2024-08-30T00:00:00,192.168.1.193,192.168.1.166,TCP,blocked,benign,firewall,43088.46367010806,curl/7.64.1,/,0
